ID,location,Species,pH,PPO4,TN,HCO3,width,depth,distance,coarsness,velocity,shade
214309_2014,Large mountain,Potamogeton crispus,7.5,0.091,1.9,1.63,30-40-,30-100,109.8490016,0.74375,0.3-1.0,No shade
214309_2014,Large mountain,Ranunculus fluitans,7.5,0.091,1.9,1.63,30-40-,30-100,109.8490016,0.74375,0.3-1.0,No shade
214401_2017,NA,Fontinalis antipyretica,7.9,0.022,1.2,NA,1-2,0-30,6.742,0.75,0.3-1.0,Largely shaded
214401_2017,NA,Platyhypnidium riparioides,7.9,0.022,1.2,NA,1-2,0-30,6.742,0.75,0.3-1.0,Largely shaded
214504_2017,NA,Ranunculus fluitans,7.8,0.082,2.5,NA,20-30-,30-100,112.502,0.8,0.3-1.0,Slightly shaded
214528_2017,NA,Platyhypnidium riparioides,7.9,0.08,2.5,NA,20-30-,30-100,113.902,0.75625,0.3-1.0,Slightly shaded
214528_2017,NA,Ranunculus fluitans,7.9,0.08,2.5,NA,20-30-,30-100,113.902,0.75625,0.3-1.0,Slightly shaded
214530_2017,NA,Elodea nuttallii,7.8,NA,NA,NA,20-30-,30-100,113.102,0.71875,0.3-1.0,Slightly shaded
214530_2017,NA,Ranunculus fluitans,7.8,NA,NA,NA,20-30-,30-100,113.102,0.71875,0.3-1.0,Slightly shaded
214530_2017,NA,Myriophyllum spicatum,7.8,NA,NA,NA,20-30-,30-100,113.102,0.71875,0.3-1.0,Slightly shaded
214541_2017,NA,Elodea nuttallii,7.8,NA,NA,NA,20-30-,>100,114.303,0.7,0.3-1.0,Slightly shaded
214541_2017,NA,Myriophyllum spicatum,7.8,NA,NA,NA,20-30-,>100,114.303,0.7,0.3-1.0,Slightly shaded
214541_2017,NA,Potamogeton crispus,7.8,NA,NA,NA,20-30-,>100,114.303,0.7,0.3-1.0,Slightly shaded
214541_2017,NA,Ranunculus fluitans,7.8,NA,NA,NA,20-30-,>100,114.303,0.7,0.3-1.0,Slightly shaded
214759_2017,NA,Platyhypnidium riparioides,7.9,0.027,2.8,NA,2-5,0-30,9.802,0.575,0.3-1.0,Fully shaded
214759_2017,NA,Amblystegium fluviatile,7.9,0.027,2.8,NA,2-5,0-30,9.802,0.575,0.3-1.0,Fully shaded
214759_2017,NA,Fontinalis antipyretica,7.9,0.027,2.8,NA,2-5,0-30,9.802,0.575,0.3-1.0,Fully shaded
214838_2017,NA,Potamogeton crispus,8.3,NA,NA,NA,20-30-,>100,129.965,0.74375,0.3-1.0,Half shaded
214838_2017,NA,Ranunculus fluitans,8.3,NA,NA,NA,20-30-,>100,129.965,0.74375,0.3-1.0,Half shaded
214838_2017,NA,Elodea nuttallii,8.3,NA,NA,NA,20-30-,>100,129.965,0.74375,0.3-1.0,Half shaded
214838_2017,NA,Amblystegium fluviatile,8.3,NA,NA,NA,20-30-,>100,129.965,0.74375,0.3-1.0,Half shaded
214838_2017,NA,Myriophyllum spicatum,8.3,NA,NA,NA,20-30-,>100,129.965,0.74375,0.3-1.0,Half shaded
214838_2017,NA,Octodiceras fontanum,8.3,NA,NA,NA,20-30-,>100,129.965,0.74375,0.3-1.0,Half shaded
214838_2017,NA,Platyhypnidium riparioides,8.3,NA,NA,NA,20-30-,>100,129.965,0.74375,0.3-1.0,Half shaded
214838_2017,NA,Fontinalis antipyretica,8.3,NA,NA,NA,20-30-,>100,129.965,0.74375,0.3-1.0,Half shaded
214875_2017,NA,Myriophyllum spicatum,8.8,NA,NA,NA,20-30-,>100,129.3119991,0.59375,0.03-0.1,Half shaded
214875_2017,NA,Ranunculus fluitans,8.8,NA,NA,NA,20-30-,>100,129.3119991,0.59375,0.03-0.1,Half shaded
214875_2017,NA,Nuphar lutea,8.8,NA,NA,NA,20-30-,>100,129.3119991,0.59375,0.03-0.1,Half shaded
214875_2017,NA,Potamogeton crispus,8.8,NA,NA,NA,20-30-,>100,129.3119991,0.59375,0.03-0.1,Half shaded
214875_2017,NA,Elodea nuttallii,8.8,NA,NA,NA,20-30-,>100,129.3119991,0.59375,0.03-0.1,Half shaded
214887_2017,Large mountain,Elodea nuttallii,8.6,0.11,1.8,NA,20-30-,30-100,130.8139999,0.725,0.3-1.0,Slightly shaded
214887_2017,Large mountain,Octodiceras fontanum,8.6,0.11,1.8,NA,20-30-,30-100,130.8139999,0.725,0.3-1.0,Slightly shaded
214887_2017,Large mountain,Platyhypnidium riparioides,8.6,0.11,1.8,NA,20-30-,30-100,130.8139999,0.725,0.3-1.0,Slightly shaded
214887_2017,Large mountain,Ranunculus fluitans,8.6,0.11,1.8,NA,20-30-,30-100,130.8139999,0.725,0.3-1.0,Slightly shaded
214887_2017,Large mountain,Myriophyllum spicatum,8.6,0.11,1.8,NA,20-30-,30-100,130.8139999,0.725,0.3-1.0,Slightly shaded
214887_2017,Large mountain,Fontinalis antipyretica,8.6,0.11,1.8,NA,20-30-,30-100,130.8139999,0.725,0.3-1.0,Slightly shaded
214887_2017,Large mountain,Ranunculus penicillatus,8.6,0.11,1.8,NA,20-30-,30-100,130.8139999,0.725,0.3-1.0,Slightly shaded
215004_2017,Mountain siliceous,Platyhypnidium riparioides,7.8,0.14,3,NA,5-10,30-100,44.63,0.7875,0.3-1.0,Half shaded
215235_2017,NA,Elodea nuttallii,8.5,0.12,2.1,NA,20-30-,30-100,133.302,0.65625,0.3-1.0,Slightly shaded
215235_2017,NA,Fontinalis antipyretica,8.5,0.12,2.1,NA,20-30-,30-100,133.302,0.65625,0.3-1.0,Slightly shaded
215235_2017,NA,Ranunculus peltatus,8.5,0.12,2.1,NA,20-30-,30-100,133.302,0.65625,0.3-1.0,Slightly shaded
215235_2017,NA,Ranunculus penicillatus,8.5,0.12,2.1,NA,20-30-,30-100,133.302,0.65625,0.3-1.0,Slightly shaded
215235_2017,NA,Octodiceras fontanum,8.5,0.12,2.1,NA,20-30-,30-100,133.302,0.65625,0.3-1.0,Slightly shaded
215235_2017,NA,Platyhypnidium riparioides,8.5,0.12,2.1,NA,20-30-,30-100,133.302,0.65625,0.3-1.0,Slightly shaded
215247_2017,Large mountain,Octodiceras fontanum,8.2,0.12,2.1,NA,30-40-,30-100,134.502,0.65625,0.3-1.0,Slightly shaded
215247_2017,Large mountain,Platyhypnidium riparioides,8.2,0.12,2.1,NA,30-40-,30-100,134.502,0.65625,0.3-1.0,Slightly shaded
215247_2017,Large mountain,Ranunculus fluitans,8.2,0.12,2.1,NA,30-40-,30-100,134.502,0.65625,0.3-1.0,Slightly shaded
215247_2017,Large mountain,Ranunculus peltatus,8.2,0.12,2.1,NA,30-40-,30-100,134.502,0.65625,0.3-1.0,Slightly shaded
215247_2017,Large mountain,Fontinalis antipyretica,8.2,0.12,2.1,NA,30-40-,30-100,134.502,0.65625,0.3-1.0,Slightly shaded
215247_2017,Large mountain,Elodea nuttallii,8.2,0.12,2.1,NA,30-40-,30-100,134.502,0.65625,0.3-1.0,Slightly shaded
215247_2017,Large mountain,Ranunculus penicillatus,8.2,0.12,2.1,NA,30-40-,30-100,134.502,0.65625,0.3-1.0,Slightly shaded
215259_2017,NA,Elodea nuttallii,8.4,0.11,1.6,NA,20-30-,>100,136.402,0.53125,0.1-0.3,Slightly shaded
215259_2017,NA,Fontinalis antipyretica,8.4,0.11,1.6,NA,20-30-,>100,136.402,0.53125,0.1-0.3,Slightly shaded
215259_2017,NA,Ranunculus peltatus,8.4,0.11,1.6,NA,20-30-,>100,136.402,0.53125,0.1-0.3,Slightly shaded
215259_2017,NA,Ranunculus fluitans,8.4,0.11,1.6,NA,20-30-,>100,136.402,0.53125,0.1-0.3,Slightly shaded
215302_2017,Mountain siliceous,Chiloscyphus polyanthos,7.9,0.013,2.6,NA,2-5,0-30,29.103,0.69375,0.3-1.0,Largely shaded
215302_2017,Mountain siliceous,Platyhypnidium riparioides,7.9,0.013,2.6,NA,2-5,0-30,29.103,0.69375,0.3-1.0,Largely shaded
215302_2017,Mountain siliceous,Fontinalis antipyretica,7.9,0.013,2.6,NA,2-5,0-30,29.103,0.69375,0.3-1.0,Largely shaded
215508_2017,NA,Ranunculus fluitans,7.5,0.1,1.8,NA,20-30-,30-100,144.102,0.725,0.3-1.0,Slightly shaded
215508_2017,NA,Fontinalis antipyretica,7.5,0.1,1.8,NA,20-30-,30-100,144.102,0.725,0.3-1.0,Slightly shaded
215508_2017,NA,Octodiceras fontanum,7.5,0.1,1.8,NA,20-30-,30-100,144.102,0.725,0.3-1.0,Slightly shaded
215508_2017,NA,Elodea nuttallii,7.5,0.1,1.8,NA,20-30-,30-100,144.102,0.725,0.3-1.0,Slightly shaded
215508_2017,NA,Platyhypnidium riparioides,7.5,0.1,1.8,NA,20-30-,30-100,144.102,0.725,0.3-1.0,Slightly shaded
215570_2017,NA,Platyhypnidium riparioides,7.8,0.12,1.8,NA,10-20,30-100,144.902,0.66875,0.3-1.0,Slightly shaded
215570_2017,NA,Elodea nuttallii,7.8,0.12,1.8,NA,10-20,30-100,144.902,0.66875,0.3-1.0,Slightly shaded
215570_2017,NA,Ranunculus penicillatus,7.8,0.12,1.8,NA,10-20,30-100,144.902,0.66875,0.3-1.0,Slightly shaded
215570_2017,NA,Fontinalis antipyretica,7.8,0.12,1.8,NA,10-20,30-100,144.902,0.66875,0.3-1.0,Slightly shaded
215570_2017,NA,Octodiceras fontanum,7.8,0.12,1.8,NA,10-20,30-100,144.902,0.66875,0.3-1.0,Slightly shaded
215600_2017,NA,Ranunculus penicillatus,7.8,0.12,1.8,NA,10-20,30-100,145.302,0.6125,0.3-1.0,Slightly shaded
215600_2017,NA,Fontinalis antipyretica,7.8,0.12,1.8,NA,10-20,30-100,145.302,0.6125,0.3-1.0,Slightly shaded
215600_2017,NA,Octodiceras fontanum,7.8,0.12,1.8,NA,10-20,30-100,145.302,0.6125,0.3-1.0,Slightly shaded
215703_2014,Large mountain,Myriophyllum spicatum,7.9,0.061,2.5,1.8,20-30-,30-100,145.924,0.675,0.3-1.0,No shade
215752_2011,NA,Fontinalis antipyretica,7.7,0.35,3.44,1.9,10-20,30-100,147.785,0.64375,0.3-1.0,Slightly shaded
215855_2017,Small lowland rhitrhal,Myriophyllum spicatum,8,0.064,3.2,NA,2-5,30-100,2.285,0.7875,0.3-1.0,Slightly shaded
215855_2017,Small lowland rhitrhal,Fontinalis antipyretica,8,0.064,3.2,NA,2-5,30-100,2.285,0.7875,0.3-1.0,Slightly shaded
215910_2017,NA,Iris pseudacorus,8.2,0.049,2.4,NA,<1-,0-30,5.375,0.20625,0.1-0.3,Half shaded
215910_2017,NA,Veronica beccabunga,8.2,0.049,2.4,NA,<1-,0-30,5.375,0.20625,0.1-0.3,Half shaded
215995_2010,NA,Platyhypnidium riparioides,8.22,0.044,2.68,5.09,1-2,0-30,2.148,0.45,0.1-0.3,Fully shaded
216008_2017,NA,Fontinalis antipyretica,7.9,0.099,2.1,NA,20-30-,30-100,152.199,0.66875,0.3-1.0,Slightly shaded
216008_2017,NA,Octodiceras fontanum,7.9,0.099,2.1,NA,20-30-,30-100,152.199,0.66875,0.3-1.0,Slightly shaded
216008_2017,NA,Platyhypnidium riparioides,7.9,0.099,2.1,NA,20-30-,30-100,152.199,0.66875,0.3-1.0,Slightly shaded
216100_2017,Mountain siliceous,Platyhypnidium riparioides,7.7,0.029,2.3,NA,1-2,0-30,4.069,0.70625,0.3-1.0,Half shaded
216604_2011,Mountain siliceous,Chiloscyphus polyanthos,7.68,0.04,2.58,1.62,2-5,0-30,14.078,0.80625,0.3-1.0,Largely shaded
216604_2011,Mountain siliceous,Fontinalis antipyretica,7.68,0.04,2.58,1.62,2-5,0-30,14.078,0.80625,0.3-1.0,Largely shaded
216604_2011,Mountain siliceous,Amblystegium fluviatile,7.68,0.04,2.58,1.62,2-5,0-30,14.078,0.80625,0.3-1.0,Largely shaded
216604_2011,Mountain siliceous,Platyhypnidium riparioides,7.68,0.04,2.58,1.62,2-5,0-30,14.078,0.80625,0.3-1.0,Largely shaded
216653_2011,Mountain siliceous,Platyhypnidium riparioides,7.6,0.21,3.74,1.37,2-5,0-30,14.146,0.78125,0.3-1.0,Largely shaded
216653_2011,Mountain siliceous,Fontinalis antipyretica,7.6,0.21,3.74,1.37,2-5,0-30,14.146,0.78125,0.3-1.0,Largely shaded
216653_2011,Mountain siliceous,Chiloscyphus polyanthos,7.6,0.21,3.74,1.37,2-5,0-30,14.146,0.78125,0.3-1.0,Largely shaded
216987_2017,Mountain siliceous,Chiloscyphus polyanthos,7.7,0.032,3.3,NA,2-5,0-30,4.963,0.725,0.3-1.0,Largely shaded
216987_2017,Mountain siliceous,Amblystegium fluviatile,7.7,0.032,3.3,NA,2-5,0-30,4.963,0.725,0.3-1.0,Largely shaded
216987_2017,Mountain siliceous,Fontinalis antipyretica,7.7,0.032,3.3,NA,2-5,0-30,4.963,0.725,0.3-1.0,Largely shaded
216987_2017,Mountain siliceous,Platyhypnidium riparioides,7.7,0.032,3.3,NA,2-5,0-30,4.963,0.725,0.3-1.0,Largely shaded
217700_2017,Mountain siliceous,Chiloscyphus polyanthos,7.8,0.03,3,NA,2-5,30-100,20.287,0.73125,0.3-1.0,Largely shaded
217700_2017,Mountain siliceous,Amblystegium fluviatile,7.8,0.03,3,NA,2-5,30-100,20.287,0.73125,0.3-1.0,Largely shaded
217906_2017,Mountain siliceous,Chiloscyphus polyanthos,7.8,0.17,3.3,NA,5-10,30-100,33.429,0.79375,0.3-1.0,Largely shaded
217906_2017,Mountain siliceous,Platyhypnidium riparioides,7.8,0.17,3.3,NA,5-10,30-100,33.429,0.79375,0.3-1.0,Largely shaded
218558_2017,NA,Amblystegium fluviatile,7.9,0.053,3.6,NA,2-5,0-30,7.537,0.60625,0.3-1.0,Largely shaded
218558_2017,NA,Chiloscyphus polyanthos,7.9,0.053,3.6,NA,2-5,0-30,7.537,0.60625,0.3-1.0,Largely shaded
218601_2011,Mountain siliceous,Platyhypnidium riparioides,7.61,0.17,2.17,1.03,1-2,0-30,3.528,0.63125,0.1-0.3,Fully shaded
218601_2011,Mountain siliceous,Amblystegium fluviatile,7.61,0.17,2.17,1.03,1-2,0-30,3.528,0.63125,0.1-0.3,Fully shaded
218601_2011,Mountain siliceous,Chiloscyphus polyanthos,7.61,0.17,2.17,1.03,1-2,0-30,3.528,0.63125,0.1-0.3,Fully shaded
218704_2011,Mountain siliceous,Chiloscyphus polyanthos,7.47,0.26,3.92,1.05,2-5,0-30,4.459,0.76875,0.3-1.0,Slightly shaded
218704_2011,Mountain siliceous,Fontinalis antipyretica,7.47,0.26,3.92,1.05,2-5,0-30,4.459,0.76875,0.3-1.0,Slightly shaded
218704_2011,Mountain siliceous,Platyhypnidium riparioides,7.47,0.26,3.92,1.05,2-5,0-30,4.459,0.76875,0.3-1.0,Slightly shaded
219083_2017,Mountain siliceous,Chiloscyphus polyanthos,7.6,0.017,2.6,NA,2-5,0-30,7.88,0.7125,0.3-1.0,Largely shaded
219083_2017,Mountain siliceous,Fontinalis antipyretica,7.6,0.017,2.6,NA,2-5,0-30,7.88,0.7125,0.3-1.0,Largely shaded
219083_2017,Mountain siliceous,Amblystegium fluviatile,7.6,0.017,2.6,NA,2-5,0-30,7.88,0.7125,0.3-1.0,Largely shaded
219708_2014,NA,Chiloscyphus polyanthos,7.5,0.026,2.8,0.77,2-5,30-100,7.881,0.65625,0.3-1.0,Fully shaded
219708_2014,NA,Veronica beccabunga,7.5,0.026,2.8,0.77,2-5,30-100,7.881,0.65625,0.3-1.0,Fully shaded
219800_2014,NA,Amblystegium fluviatile,7.11,0.05,3.3,0.8,2-5,30-100,8.042,0.7125,0.3-1.0,Largely shaded
219800_2014,NA,Chiloscyphus polyanthos,7.11,0.05,3.3,0.8,2-5,30-100,8.042,0.7125,0.3-1.0,Largely shaded
219800_2014,NA,Platyhypnidium riparioides,7.11,0.05,3.3,0.8,2-5,30-100,8.042,0.7125,0.3-1.0,Largely shaded
219800_2014,NA,Fontinalis antipyretica,7.11,0.05,3.3,0.8,2-5,30-100,8.042,0.7125,0.3-1.0,Largely shaded
219903_2017,Mountain siliceous,Platyhypnidium riparioides,7.8,0.034,3.1,NA,5-10,0-30,20.485,0.61875,0.3-1.0,Largely shaded
219903_2017,Mountain siliceous,Amblystegium fluviatile,7.8,0.034,3.1,NA,5-10,0-30,20.485,0.61875,0.3-1.0,Largely shaded
219903_2017,Mountain siliceous,Chiloscyphus polyanthos,7.8,0.034,3.1,NA,5-10,0-30,20.485,0.61875,0.3-1.0,Largely shaded
220206_2017,Mountain siliceous,Platyhypnidium riparioides,7.7,0.046,2.2,NA,2-5,0-30,4.978,0.63125,0.3-1.0,Largely shaded
221107_2017,Mountain siliceous,Fontinalis antipyretica,8,0.043,2.8,NA,2-5,0-30,18.854,0.74375,0.3-1.0,Largely shaded
221107_2017,Mountain siliceous,Platyhypnidium riparioides,8,0.043,2.8,NA,2-5,0-30,18.854,0.74375,0.3-1.0,Largely shaded
221107_2017,Mountain siliceous,Amblystegium fluviatile,8,0.043,2.8,NA,2-5,0-30,18.854,0.74375,0.3-1.0,Largely shaded
221600_2017,Mountain siliceous,Chiloscyphus polyanthos,7.9,0.085,3,NA,2-5,0-30,7.41,0.51875,0.3-1.0,Fully shaded
221600_2017,Mountain siliceous,Fontinalis antipyretica,7.9,0.085,3,NA,2-5,0-30,7.41,0.51875,0.3-1.0,Fully shaded
221806_2014,Mountain siliceous,Fontinalis antipyretica,8.01,0.099,1.9,1.87,1-2,0-30,9.699,0.79375,0.3-1.0,Largely shaded
221806_2014,Mountain siliceous,Platyhypnidium riparioides,8.01,0.099,1.9,1.87,1-2,0-30,9.699,0.79375,0.3-1.0,Largely shaded
222355_2017,Small lowland rhitrhal,Amblystegium fluviatile,8.3,0.078,2.2,NA,2-5,0-30,23.22,0.725,0.3-1.0,Largely shaded
222355_2017,Small lowland rhitrhal,Platyhypnidium riparioides,8.3,0.078,2.2,NA,2-5,0-30,23.22,0.725,0.3-1.0,Largely shaded
222355_2017,Small lowland rhitrhal,Fontinalis antipyretica,8.3,0.078,2.2,NA,2-5,0-30,23.22,0.725,0.3-1.0,Largely shaded
222707_2010,NA,Veronica beccabunga,7.81,0.18,2.77,1.2,<1-,0-30,2.047,0.65,NA,NA
223207_2017,Mountain siliceous,Platyhypnidium riparioides,8.4,0.13,3,NA,2-5,0-30,7.743,0.68125,0.3-1.0,Largely shaded
223505_2017,NA,Chiloscyphus polyanthos,7.9,0.022,1.2,NA,1-2,0-30,7.602,0.78125,0.3-1.0,Largely shaded
223505_2017,NA,Fontinalis antipyretica,7.9,0.022,1.2,NA,1-2,0-30,7.602,0.78125,0.3-1.0,Largely shaded
223608_2017,NA,Platyhypnidium riparioides,8.1,0.035,1.2,NA,1-2,0-30,9.887,0.84375,0.3-1.0,Largely shaded
223608_2017,NA,Amblystegium fluviatile,8.1,0.035,1.2,NA,1-2,0-30,9.887,0.84375,0.3-1.0,Largely shaded
223608_2017,NA,Fontinalis antipyretica,8.1,0.035,1.2,NA,1-2,0-30,9.887,0.84375,0.3-1.0,Largely shaded
224005_2016,Mountain siliceous,Glyceria fluitans,7.5,0.029,1.6,0.81,<1-,0-30,3.186,0.5625,0.3-1.0,Largely shaded
224005_2016,Mountain siliceous,Sparganium erectum,7.5,0.029,1.6,0.81,<1-,0-30,3.186,0.5625,0.3-1.0,Largely shaded
224005_2016,Mountain siliceous,Chiloscyphus polyanthos,7.5,0.029,1.6,0.81,<1-,0-30,3.186,0.5625,0.3-1.0,Largely shaded
225400_2015,Mountain calcareous,Platyhypnidium riparioides,8,0.037,2.7,5.03,2-5,0-30,3.364,0.55625,0.1-0.3,Fully shaded
225708_2017,Mountain calcareous,Fontinalis antipyretica,8.2,0.048,2.2,NA,2-5,0-30,7.592,0.65625,0.3-1.0,Half shaded
225708_2017,Mountain calcareous,Platyhypnidium riparioides,8.2,0.048,2.2,NA,2-5,0-30,7.592,0.65625,0.3-1.0,Half shaded
225708_2017,Mountain calcareous,Amblystegium fluviatile,8.2,0.048,2.2,NA,2-5,0-30,7.592,0.65625,0.3-1.0,Half shaded
227304_2010,Mountain calcareous,Glyceria fluitans,7.93,0.096,2.95,5,<1-,0-30,4.192,0.4125,0.1-0.3,Half shaded
227500_2013,NA,Platyhypnidium riparioides,8.36,0.04,2.5,5.63,1-2,0-30,8.081,0.5,0.1-0.3,Fully shaded
227705_2012,Small lowland rhitrhal,Veronica beccabunga,8.39,0.14,1.63,4.75,1-2,0-30,3.246,0.43125,0.1-0.3,Largely shaded
227705_2012,Small lowland rhitrhal,Glyceria fluitans,8.39,0.14,1.63,4.75,1-2,0-30,3.246,0.43125,0.1-0.3,Largely shaded
228175_2017,NA,Chiloscyphus polyanthos,8,0.029,1,NA,1-2,0-30,3.854,0.64375,0.3-1.0,Largely shaded
228175_2017,NA,Platyhypnidium riparioides,8,0.029,1,NA,1-2,0-30,3.854,0.64375,0.3-1.0,Largely shaded
228199_2017,Mountain siliceous,Platyhypnidium riparioides,8.1,0.053,1.1,NA,1-2,0-30,6.392,0.69375,0.3-1.0,Largely shaded
228199_2017,Mountain siliceous,Amblystegium fluviatile,8.1,0.053,1.1,NA,1-2,0-30,6.392,0.69375,0.3-1.0,Largely shaded
238442_2015,NA,Myriophyllum spicatum,8.1,0.125,5,4.14,2-5,30-100,9.406,0.2375,0.1-0.3,Largely shaded
238569_2015,Small lowland rhitrhal,Stuckenia pectinata,7.5,0.137,1.7,4.37,5-10,30-100,4.43,0.65625,0.3-1.0,Largely shaded
238569_2015,Small lowland rhitrhal,Iris pseudacorus,7.5,0.137,1.7,4.37,5-10,30-100,4.43,0.65625,0.3-1.0,Largely shaded
238569_2015,Small lowland rhitrhal,Octodiceras fontanum,7.5,0.137,1.7,4.37,5-10,30-100,4.43,0.65625,0.3-1.0,Largely shaded
238569_2015,Small lowland rhitrhal,Lemna minor,7.5,0.137,1.7,4.37,5-10,30-100,4.43,0.65625,0.3-1.0,Largely shaded
238569_2015,Small lowland rhitrhal,Sparganium emersum,7.5,0.137,1.7,4.37,5-10,30-100,4.43,0.65625,0.3-1.0,Largely shaded
238569_2015,Small lowland rhitrhal,Lemna minuta,7.5,0.137,1.7,4.37,5-10,30-100,4.43,0.65625,0.3-1.0,Largely shaded
250120_2012,NA,Veronica beccabunga,8.19,0.21,3.21,5.65,1-2,0-30,2.877,0.4875,0.1-0.3,Fully shaded
250120_2012,NA,Platyhypnidium riparioides,8.19,0.21,3.21,5.65,1-2,0-30,2.877,0.4875,0.1-0.3,Fully shaded
250405_2017,NA,Veronica beccabunga,8.3,0.11,3.8,NA,2-5,0-30,8.995,0.5875,0.3-1.0,Largely shaded
250405_2017,NA,Platyhypnidium riparioides,8.3,0.11,3.8,NA,2-5,0-30,8.995,0.5875,0.3-1.0,Largely shaded
250600_2015,Small lowland rhitrhal,Platyhypnidium riparioides,8.4,0.128,8.2,5.35,1-2,0-30,10.008,0.63125,0.3-1.0,Largely shaded
251902_2017,Small lowland rhitrhal,Platyhypnidium riparioides,8.2,0.21,4.3,NA,1-2,0-30,12.551,0.64375,0.3-1.0,Largely shaded
252062_2017,Small lowland rhitrhal,Platyhypnidium riparioides,8.2,0.051,4,NA,2-5,0-30,11.192,0.4875,0.3-1.0,Largely shaded
253005_2012,NA,Glyceria fluitans,8.33,0.09,4.52,2.4,2-5,0-30,11.648,0.5125,0.1-0.3,Half shaded
253108_2017,Small lowland rhitrhal,Octodiceras fontanum,8,0.032,6,NA,1-2,30-100,12.713,0.66875,0.3-1.0,Largely shaded
253303_2015,Small lowland rhitrhal,Veronica beccabunga,8.3,0.146,7.8,2.57,<1-,0-30,0.976,0.3875,0.3-1.0,Largely shaded
253509_2017,NA,Veronica beccabunga,8.2,0.08,6,NA,<1-,0-30,3.068,0.36875,0.3-1.0,Largely shaded
253509_2017,NA,Platyhypnidium riparioides,8.2,0.08,6,NA,<1-,0-30,3.068,0.36875,0.3-1.0,Largely shaded
253650_2011,Small lowland potamal,Veronica beccabunga,7.72,0.07,5.37,8.75,1-2,0-30,4.844,0.4125,0.1-0.3,Fully shaded
253650_2011,Small lowland potamal,Glyceria fluitans,7.72,0.07,5.37,8.75,1-2,0-30,4.844,0.4125,0.1-0.3,Fully shaded
253856_2012,Small lowland potamal,Callitriche stagnalis,7.68,0.35,7.29,3.82,2-5,30-100,7.791999933,0.3375,0.3-1.0,Fully shaded
253856_2012,Small lowland potamal,Elodea canadensis,7.68,0.35,7.29,3.82,2-5,30-100,7.791999933,0.3375,0.3-1.0,Fully shaded
253856_2012,Small lowland potamal,Potamogeton crispus,7.68,0.35,7.29,3.82,2-5,30-100,7.791999933,0.3375,0.3-1.0,Fully shaded
254502_2012,Small lowland potamal,Veronica beccabunga,7.91,0.34,2.74,1.98,<1-,30-100,3.318,0.3125,0.1-0.3,Largely shaded
255208_2017,Small lowland potamal,Elodea canadensis,7.4,0.099,3.4,NA,2-5,0-30,5.237,0.4875,0.1-0.3,Half shaded
255208_2017,Small lowland potamal,Alisma plantago-aquatica,7.4,0.099,3.4,NA,2-5,0-30,5.237,0.4875,0.1-0.3,Half shaded
255208_2017,Small lowland potamal,Sparganium erectum,7.4,0.099,3.4,NA,2-5,0-30,5.237,0.4875,0.1-0.3,Half shaded
255208_2017,Small lowland potamal,Callitriche stagnalis,7.4,0.099,3.4,NA,2-5,0-30,5.237,0.4875,0.1-0.3,Half shaded
255336_2017,Small lowland potamal,Elodea canadensis,7.8,0.1,2.5,NA,1-2,0-30,7.254,0.48125,0.3-1.0,Half shaded
257308_2017,NA,Myriophyllum spicatum,7.2,0.77,9.3,NA,2-5,0-30,0.916,0.51875,0.3-1.0,Largely shaded
257308_2017,NA,Iris pseudacorus,7.2,0.77,9.3,NA,2-5,0-30,0.916,0.51875,0.3-1.0,Largely shaded
257308_2017,NA,Stuckenia pectinata,7.2,0.77,9.3,NA,2-5,0-30,0.916,0.51875,0.3-1.0,Largely shaded
257308_2017,NA,Potamogeton berchtoldii,7.2,0.77,9.3,NA,2-5,0-30,0.916,0.51875,0.3-1.0,Largely shaded
257308_2017,NA,Phragmites australis,7.2,0.77,9.3,NA,2-5,0-30,0.916,0.51875,0.3-1.0,Largely shaded
257400_2015,Small lowland potamal,Stuckenia pectinata,7.2,0.753,13,1.85,1-2,30-100,1.816,0.83125,0.3-1.0,Slightly shaded
257400_2015,Small lowland potamal,Myriophyllum spicatum,7.2,0.753,13,1.85,1-2,30-100,1.816,0.83125,0.3-1.0,Slightly shaded
257400_2015,Small lowland potamal,Sparganium emersum,7.2,0.753,13,1.85,1-2,30-100,1.816,0.83125,0.3-1.0,Slightly shaded
257801_2017,Small lowland rhitrhal,Nasturtium officinale,7.8,0.21,3.2,NA,2-5,0-30,2.23,0.5,0.1-0.3,Slightly shaded
257801_2017,Small lowland rhitrhal,Berula erecta,7.8,0.21,3.2,NA,2-5,0-30,2.23,0.5,0.1-0.3,Slightly shaded
257801_2017,Small lowland rhitrhal,Veronica beccabunga,7.8,0.21,3.2,NA,2-5,0-30,2.23,0.5,0.1-0.3,Slightly shaded
257801_2017,Small lowland rhitrhal,Glyceria fluitans,7.8,0.21,3.2,NA,2-5,0-30,2.23,0.5,0.1-0.3,Slightly shaded
259408_2012,Small lowland rhitrhal,Iris pseudacorus,8.35,0.05,1,2.25,1-2,0-30,4.013,0.35,0.1-0.3,Largely shaded
259408_2012,Small lowland rhitrhal,Veronica beccabunga,8.35,0.05,1,2.25,1-2,0-30,4.013,0.35,0.1-0.3,Largely shaded
260009_2015,Small lowland rhitrhal,Callitriche stagnalis,8,0.064,7.4,5.15,1-2,0-30,13.309,0.28125,0.1-0.3,Largely shaded
260605_2012,Small lowland rhitrhal,Veronica beccabunga,8.03,0.13,6.17,5.39,2-5,30-100,15.188,0.41875,0.1-0.3,Fully shaded
