ID,Species,Abundance,Date,Cl,EC,Fe,GH,HCO3,NNH4,NNO2,NNO3,pH,PPO4,SO4,Temp,TN,TOC,Location,mittlere_breite_opt,mittlere_tiefevop_opt,beschattung_opt,fliessgeschw_opt,ks_steinpflaster_tog,ks_steinschuett_tog,ks_rasenkammerst_tog,ks_steinstickung_tog,ks_beton_tog,argyllal_dg,psammal_dg,akal_dg,mikrolithal_dg,mesolithal_dg,makrolithal_dg,megalithal_dg,substrat_organisch_torf,elevation,distance_to_source,gefaelle
316829_2015,Potamogeton trichoides,2,07/16/15,48.6,920,0.77,NA,NA,0.05,0.02,1.07,7.8,0.013,107,19,1.2,3.6,Lowland,3,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,90,5,NA,NA,NA,NA,5,25.7,13.098,NA
316842_2015,Nasturtium officinale,3,07/16/15,45.5,790,0.5,NA,NA,0.05,0.022,9.15,7,0.046,101,15,11,4.1,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,80,NA,NA,NA,NA,NA,20,26.54,20.476,NA
316842_2015,Lemna gibba,3,07/16/15,45.5,790,0.5,NA,NA,0.05,0.022,9.15,7,0.046,101,15,11,4.1,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,80,NA,NA,NA,NA,NA,20,26.54,20.476,NA
316842_2015,Lemna minor,2,07/16/15,45.5,790,0.5,NA,NA,0.05,0.022,9.15,7,0.046,101,15,11,4.1,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,80,NA,NA,NA,NA,NA,20,26.54,20.476,NA
316842_2015,Phragmites australis,1,07/16/15,45.5,790,0.5,NA,NA,0.05,0.022,9.15,7,0.046,101,15,11,4.1,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,80,NA,NA,NA,NA,NA,20,26.54,20.476,NA
316842_2015,Callitriche obtusangula,3,07/16/15,45.5,790,0.5,NA,NA,0.05,0.022,9.15,7,0.046,101,15,11,4.1,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,80,NA,NA,NA,NA,NA,20,26.54,20.476,NA
316842_2015,Myosotis scorpioides,2,07/16/15,45.5,790,0.5,NA,NA,0.05,0.022,9.15,7,0.046,101,15,11,4.1,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,80,NA,NA,NA,NA,NA,20,26.54,20.476,NA
316866_2012,Myosotis scorpioides,1,07/20/12,31.9,640,0.25,NA,NA,0.11,0.08,25.7,6.8,0.36,76.1,15.1,33.1,5.71,Lowland,2,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,90,10,NA,NA,NA,NA,NA,22.73,5.297,0.730000019
316866_2012,Lemna minor,2,07/20/12,31.9,640,0.25,NA,NA,0.11,0.08,25.7,6.8,0.36,76.1,15.1,33.1,5.71,Lowland,2,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,90,10,NA,NA,NA,NA,NA,22.73,5.297,0.730000019
316866_2012,Callitriche platycarpa,3,07/20/12,31.9,640,0.25,NA,NA,0.11,0.08,25.7,6.8,0.36,76.1,15.1,33.1,5.71,Lowland,2,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,90,10,NA,NA,NA,NA,NA,22.73,5.297,0.730000019
316891_2012,Elodea canadensis,4,06/12/12,28.8,470,2.7,NA,NA,0.71,0.1,3.55,7.5,0.09,65.8,16.7,4.19,5.93,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,97,3,NA,NA,NA,NA,NA,20.9,4.401,0.230000004
316891_2012,Spirodela polyrhiza,2,06/12/12,28.8,470,2.7,NA,NA,0.71,0.1,3.55,7.5,0.09,65.8,16.7,4.19,5.93,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,97,3,NA,NA,NA,NA,NA,20.9,4.401,0.230000004
316891_2012,Potamogeton crispus,2,06/12/12,28.8,470,2.7,NA,NA,0.71,0.1,3.55,7.5,0.09,65.8,16.7,4.19,5.93,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,97,3,NA,NA,NA,NA,NA,20.9,4.401,0.230000004
316891_2012,Lemna minor,2,06/12/12,28.8,470,2.7,NA,NA,0.71,0.1,3.55,7.5,0.09,65.8,16.7,4.19,5.93,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,97,3,NA,NA,NA,NA,NA,20.9,4.401,0.230000004
316891_2012,Callitriche obtusangula,5,06/12/12,28.8,470,2.7,NA,NA,0.71,0.1,3.55,7.5,0.09,65.8,16.7,4.19,5.93,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,97,3,NA,NA,NA,NA,NA,20.9,4.401,0.230000004
316908_2015,Elodea canadensis,4,08/06/15,46.4,591,0.33,NA,NA,0.1,0.022,7.08,7.6,0.318,94.8,13.9,8.1,5.6,Lowland,2,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,18.45000076,12.059,NA
316908_2015,Elodea nuttallii,4,08/06/15,46.4,591,0.33,NA,NA,0.1,0.022,7.08,7.6,0.318,94.8,13.9,8.1,5.6,Lowland,2,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,18.45000076,12.059,NA
316908_2015,Myosotis scorpioides,2,08/06/15,46.4,591,0.33,NA,NA,0.1,0.022,7.08,7.6,0.318,94.8,13.9,8.1,5.6,Lowland,2,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,18.45000076,12.059,NA
316908_2015,Sparganium emersum,3,08/06/15,46.4,591,0.33,NA,NA,0.1,0.022,7.08,7.6,0.318,94.8,13.9,8.1,5.6,Lowland,2,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,18.45000076,12.059,NA
316908_2015,Lemna minor,3,08/06/15,46.4,591,0.33,NA,NA,0.1,0.022,7.08,7.6,0.318,94.8,13.9,8.1,5.6,Lowland,2,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,18.45000076,12.059,NA
316908_2015,Lemna minuta,5,08/06/15,46.4,591,0.33,NA,NA,0.1,0.022,7.08,7.6,0.318,94.8,13.9,8.1,5.6,Lowland,2,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,18.45000076,12.059,NA
316908_2015,Spirodela polyrhiza,2,08/06/15,46.4,591,0.33,NA,NA,0.1,0.022,7.08,7.6,0.318,94.8,13.9,8.1,5.6,Lowland,2,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,18.45000076,12.059,NA
316945_2015,Myosotis scorpioides,3,08/11/15,31.7,590,0.63,NA,NA,0.05,0.029,9.3,6.8,0.041,96.9,17.1,9.7,6.8,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,10,80,10,NA,NA,NA,NA,NA,13.03,20.028,NA
316945_2015,Lemna minor,2,08/11/15,31.7,590,0.63,NA,NA,0.05,0.029,9.3,6.8,0.041,96.9,17.1,9.7,6.8,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,10,80,10,NA,NA,NA,NA,NA,13.03,20.028,NA
316945_2015,Lemna minuta,3,08/11/15,31.7,590,0.63,NA,NA,0.05,0.029,9.3,6.8,0.041,96.9,17.1,9.7,6.8,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,10,80,10,NA,NA,NA,NA,NA,13.03,20.028,NA
316945_2015,Eleocharis acicularis,3,08/11/15,31.7,590,0.63,NA,NA,0.05,0.029,9.3,6.8,0.041,96.9,17.1,9.7,6.8,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,10,80,10,NA,NA,NA,NA,NA,13.03,20.028,NA
316945_2015,Glyceria fluitans,1,08/11/15,31.7,590,0.63,NA,NA,0.05,0.029,9.3,6.8,0.041,96.9,17.1,9.7,6.8,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,10,80,10,NA,NA,NA,NA,NA,13.03,20.028,NA
316945_2015,Callitriche obtusangula,4,08/11/15,31.7,590,0.63,NA,NA,0.05,0.029,9.3,6.8,0.041,96.9,17.1,9.7,6.8,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,10,80,10,NA,NA,NA,NA,NA,13.03,20.028,NA
316969_2016,Callitriche platycarpa,3,07/07/16,NA,710,NA,NA,NA,NA,NA,NA,7.2,NA,NA,17.9,NA,NA,Lowland,2,1,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,95,2,2,NA,NA,NA,1,42.46,7.906,NA
316969_2016,Potamogeton crispus,2,07/07/16,NA,710,NA,NA,NA,NA,NA,NA,7.2,NA,NA,17.9,NA,NA,Lowland,2,1,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,95,2,2,NA,NA,NA,1,42.46,7.906,NA
317007_2012,Glyceria fluitans,2,07/20/12,43.4,670,1.5,NA,NA,0.05,0.05,11.2,6.9,0.05,93.6,16.1,13,5.28,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,23.05999947,9.679,NA
317007_2012,Lemna minor,2,07/20/12,43.4,670,1.5,NA,NA,0.05,0.05,11.2,6.9,0.05,93.6,16.1,13,5.28,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,23.05999947,9.679,NA
317007_2012,Callitriche brutia,3,07/20/12,43.4,670,1.5,NA,NA,0.05,0.05,11.2,6.9,0.05,93.6,16.1,13,5.28,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,23.05999947,9.679,NA
317007_2012,Callitriche obtusangula,3,07/20/12,43.4,670,1.5,NA,NA,0.05,0.05,11.2,6.9,0.05,93.6,16.1,13,5.28,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,23.05999947,9.679,NA
317007_2012,Myosotis scorpioides,1,07/20/12,43.4,670,1.5,NA,NA,0.05,0.05,11.2,6.9,0.05,93.6,16.1,13,5.28,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,23.05999947,9.679,NA
317019_2012,Stuckenia pectinata,3,06/21/12,41.6,620,0.98,NA,NA,0.26,0.06,4.71,7.3,0.06,99.2,15.4,5.26,4.04,Lowland,2,2,1,3,FALSE,FALSE,TRUE,FALSE,TRUE,NA,5,NA,NA,NA,50,45,NA,41.75,1.881,NA
317019_2012,Potamogeton crispus,2,06/21/12,41.6,620,0.98,NA,NA,0.26,0.06,4.71,7.3,0.06,99.2,15.4,5.26,4.04,Lowland,2,2,1,3,FALSE,FALSE,TRUE,FALSE,TRUE,NA,5,NA,NA,NA,50,45,NA,41.75,1.881,NA
317020_2012,Callitriche obtusangula,3,07/05/12,89.1,920,0.86,NA,NA,0.29,0.16,2.93,7.9,0.2,105,24,3.87,8.08,NA,4,2,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,NA,99,NA,1,NA,NA,NA,NA,30.73,38.688,NA
317020_2012,Myriophyllum spicatum,2,07/05/12,89.1,920,0.86,NA,NA,0.29,0.16,2.93,7.9,0.2,105,24,3.87,8.08,NA,4,2,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,NA,99,NA,1,NA,NA,NA,NA,30.73,38.688,NA
317020_2012,Potamogeton crispus,1,07/05/12,89.1,920,0.86,NA,NA,0.29,0.16,2.93,7.9,0.2,105,24,3.87,8.08,NA,4,2,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,NA,99,NA,1,NA,NA,NA,NA,30.73,38.688,NA
317020_2012,Sparganium emersum,4,07/05/12,89.1,920,0.86,NA,NA,0.29,0.16,2.93,7.9,0.2,105,24,3.87,8.08,NA,4,2,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,NA,99,NA,1,NA,NA,NA,NA,30.73,38.688,NA
317020_2012,Stuckenia pectinata,2,07/05/12,89.1,920,0.86,NA,NA,0.29,0.16,2.93,7.9,0.2,105,24,3.87,8.08,NA,4,2,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,NA,99,NA,1,NA,NA,NA,NA,30.73,38.688,NA
317020_2012,Myosotis scorpioides,1,07/05/12,89.1,920,0.86,NA,NA,0.29,0.16,2.93,7.9,0.2,105,24,3.87,8.08,NA,4,2,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,NA,99,NA,1,NA,NA,NA,NA,30.73,38.688,NA
317020_2012,Elodea canadensis,2,07/05/12,89.1,920,0.86,NA,NA,0.29,0.16,2.93,7.9,0.2,105,24,3.87,8.08,NA,4,2,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,NA,99,NA,1,NA,NA,NA,NA,30.73,38.688,NA
317100_2015,Lemna gibba,3,08/04/15,45.4,1010,0.68,NA,NA,0.082,0.022,1.23,7.5,0.068,121,16,1.6,5,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,100,29.25,3.673,NA
317100_2015,Lemna minor,2,08/04/15,45.4,1010,0.68,NA,NA,0.082,0.022,1.23,7.5,0.068,121,16,1.6,5,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,100,29.25,3.673,NA
317100_2015,Callitriche obtusangula,5,08/04/15,45.4,1010,0.68,NA,NA,0.082,0.022,1.23,7.5,0.068,121,16,1.6,5,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,100,29.25,3.673,NA
317100_2015,Myosotis scorpioides,2,08/04/15,45.4,1010,0.68,NA,NA,0.082,0.022,1.23,7.5,0.068,121,16,1.6,5,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,100,29.25,3.673,NA
317123_2015,Myosotis scorpioides,2,07/23/15,54.8,780,0.11,NA,NA,0.22,0.041,0.484,7.8,0.085,87,19.9,1.2,5.2,Lowland,3,1,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,40,NA,NA,NA,NA,NA,60,26.46,10.292,NA
317123_2015,Lemna minuta,2,07/23/15,54.8,780,0.11,NA,NA,0.22,0.041,0.484,7.8,0.085,87,19.9,1.2,5.2,Lowland,3,1,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,40,NA,NA,NA,NA,NA,60,26.46,10.292,NA
317123_2015,Callitriche platycarpa,1,07/23/15,54.8,780,0.11,NA,NA,0.22,0.041,0.484,7.8,0.085,87,19.9,1.2,5.2,Lowland,3,1,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,40,NA,NA,NA,NA,NA,60,26.46,10.292,NA
317123_2015,Iris pseudacorus,2,07/23/15,54.8,780,0.11,NA,NA,0.22,0.041,0.484,7.8,0.085,87,19.9,1.2,5.2,Lowland,3,1,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,40,NA,NA,NA,NA,NA,60,26.46,10.292,NA
317123_2015,Berula erecta,3,07/23/15,54.8,780,0.11,NA,NA,0.22,0.041,0.484,7.8,0.085,87,19.9,1.2,5.2,Lowland,3,1,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,40,NA,NA,NA,NA,NA,60,26.46,10.292,NA
317123_2015,Lemna minor,2,07/23/15,54.8,780,0.11,NA,NA,0.22,0.041,0.484,7.8,0.085,87,19.9,1.2,5.2,Lowland,3,1,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,40,NA,NA,NA,NA,NA,60,26.46,10.292,NA
317214_2015,Elodea canadensis,3,07/15/15,NA,600,NA,NA,NA,NA,NA,NA,7.5,NA,NA,20.4,NA,NA,NA,3,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,55,15,30,NA,NA,NA,NA,18.59,14.01199994,NA
317214_2015,Elodea nuttallii,3,07/15/15,NA,600,NA,NA,NA,NA,NA,NA,7.5,NA,NA,20.4,NA,NA,NA,3,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,55,15,30,NA,NA,NA,NA,18.59,14.01199994,NA
317214_2015,Callitriche obtusangula,3,07/15/15,NA,600,NA,NA,NA,NA,NA,NA,7.5,NA,NA,20.4,NA,NA,NA,3,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,55,15,30,NA,NA,NA,NA,18.59,14.01199994,NA
317214_2015,Myosotis scorpioides,1,07/15/15,NA,600,NA,NA,NA,NA,NA,NA,7.5,NA,NA,20.4,NA,NA,NA,3,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,55,15,30,NA,NA,NA,NA,18.59,14.01199994,NA
317214_2015,Nasturtium officinale,2,07/15/15,NA,600,NA,NA,NA,NA,NA,NA,7.5,NA,NA,20.4,NA,NA,NA,3,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,55,15,30,NA,NA,NA,NA,18.59,14.01199994,NA
317214_2015,Lemna minor,3,07/15/15,NA,600,NA,NA,NA,NA,NA,NA,7.5,NA,NA,20.4,NA,NA,NA,3,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,55,15,30,NA,NA,NA,NA,18.59,14.01199994,NA
317214_2015,Lemna minuta,3,07/15/15,NA,600,NA,NA,NA,NA,NA,NA,7.5,NA,NA,20.4,NA,NA,NA,3,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,55,15,30,NA,NA,NA,NA,18.59,14.01199994,NA
317214_2015,Spirodela polyrhiza,3,07/15/15,NA,600,NA,NA,NA,NA,NA,NA,7.5,NA,NA,20.4,NA,NA,NA,3,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,55,15,30,NA,NA,NA,NA,18.59,14.01199994,NA
317214_2015,Stuckenia pectinata,3,07/15/15,NA,600,NA,NA,NA,NA,NA,NA,7.5,NA,NA,20.4,NA,NA,NA,3,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,55,15,30,NA,NA,NA,NA,18.59,14.01199994,NA
317214_2015,Potamogeton crispus,3,07/15/15,NA,600,NA,NA,NA,NA,NA,NA,7.5,NA,NA,20.4,NA,NA,NA,3,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,55,15,30,NA,NA,NA,NA,18.59,14.01199994,NA
317214_2015,Sparganium emersum,3,07/15/15,NA,600,NA,NA,NA,NA,NA,NA,7.5,NA,NA,20.4,NA,NA,NA,3,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,55,15,30,NA,NA,NA,NA,18.59,14.01199994,NA
317238_2015,Elodea canadensis,3,07/07/15,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,21.5,NA,NA,Lowland,4,2,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,22.82,14.073,NA
317238_2015,Iris pseudacorus,1,07/07/15,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,21.5,NA,NA,Lowland,4,2,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,22.82,14.073,NA
317238_2015,Myosotis scorpioides,1,07/07/15,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,21.5,NA,NA,Lowland,4,2,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,22.82,14.073,NA
317238_2015,Nasturtium officinale,1,07/07/15,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,21.5,NA,NA,Lowland,4,2,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,22.82,14.073,NA
317238_2015,Nuphar lutea,3,07/07/15,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,21.5,NA,NA,Lowland,4,2,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,22.82,14.073,NA
317238_2015,Potamogeton alpinus,2,07/07/15,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,21.5,NA,NA,Lowland,4,2,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,22.82,14.073,NA
317238_2015,Sagittaria sagittifolia,4,07/07/15,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,21.5,NA,NA,Lowland,4,2,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,22.82,14.073,NA
317238_2015,Sparganium emersum,3,07/07/15,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,21.5,NA,NA,Lowland,4,2,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,22.82,14.073,NA
317238_2015,Caltha palustris,1,07/07/15,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,21.5,NA,NA,Lowland,4,2,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,22.82,14.073,NA
317238_2015,Berula erecta,2,07/07/15,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,21.5,NA,NA,Lowland,4,2,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,22.82,14.073,NA
317251_2015,Berula erecta,1,07/07/15,NA,690,NA,NA,NA,NA,NA,NA,7.6,NA,NA,20.7,NA,NA,Lowland,4,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,20.04,23.913,NA
317251_2015,Lemna trisulca,1,07/07/15,NA,690,NA,NA,NA,NA,NA,NA,7.6,NA,NA,20.7,NA,NA,Lowland,4,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,20.04,23.913,NA
317251_2015,Myosotis scorpioides,2,07/07/15,NA,690,NA,NA,NA,NA,NA,NA,7.6,NA,NA,20.7,NA,NA,Lowland,4,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,20.04,23.913,NA
317251_2015,Nasturtium officinale,2,07/07/15,NA,690,NA,NA,NA,NA,NA,NA,7.6,NA,NA,20.7,NA,NA,Lowland,4,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,20.04,23.913,NA
317251_2015,Nuphar lutea,2,07/07/15,NA,690,NA,NA,NA,NA,NA,NA,7.6,NA,NA,20.7,NA,NA,Lowland,4,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,20.04,23.913,NA
317251_2015,Potamogeton perfoliatus,2,07/07/15,NA,690,NA,NA,NA,NA,NA,NA,7.6,NA,NA,20.7,NA,NA,Lowland,4,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,20.04,23.913,NA
317251_2015,Sagittaria sagittifolia,3,07/07/15,NA,690,NA,NA,NA,NA,NA,NA,7.6,NA,NA,20.7,NA,NA,Lowland,4,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,20.04,23.913,NA
317251_2015,Sparganium emersum,4,07/07/15,NA,690,NA,NA,NA,NA,NA,NA,7.6,NA,NA,20.7,NA,NA,Lowland,4,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,20.04,23.913,NA
317251_2015,Spirodela polyrhiza,2,07/07/15,NA,690,NA,NA,NA,NA,NA,NA,7.6,NA,NA,20.7,NA,NA,Lowland,4,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,20.04,23.913,NA
317251_2015,Stuckenia pectinata,5,07/07/15,NA,690,NA,NA,NA,NA,NA,NA,7.6,NA,NA,20.7,NA,NA,Lowland,4,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,20.04,23.913,NA
317251_2015,Elodea canadensis,2,07/07/15,NA,690,NA,NA,NA,NA,NA,NA,7.6,NA,NA,20.7,NA,NA,Lowland,4,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,20.04,23.913,NA
317251_2015,Lemna minor,3,07/07/15,NA,690,NA,NA,NA,NA,NA,NA,7.6,NA,NA,20.7,NA,NA,Lowland,4,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,20.04,23.913,NA
317251_2015,Callitriche obtusangula,3,07/07/15,NA,690,NA,NA,NA,NA,NA,NA,7.6,NA,NA,20.7,NA,NA,Lowland,4,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,20.04,23.913,NA
317251_2015,Caltha palustris,1,07/07/15,NA,690,NA,NA,NA,NA,NA,NA,7.6,NA,NA,20.7,NA,NA,Lowland,4,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,10,NA,NA,NA,NA,80,20.04,23.913,NA
317275_2015,Callitriche obtusangula,5,08/04/15,36.3,774,1.8,NA,NA,0.089,0.022,1.51,7.4,0.023,89.7,20.2,1.7,3.7,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,90,NA,NA,NA,NA,NA,10,22.99,8.421,NA
317275_2015,Elodea canadensis,4,08/04/15,36.3,774,1.8,NA,NA,0.089,0.022,1.51,7.4,0.023,89.7,20.2,1.7,3.7,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,90,NA,NA,NA,NA,NA,10,22.99,8.421,NA
317275_2015,Nuphar lutea,3,08/04/15,36.3,774,1.8,NA,NA,0.089,0.022,1.51,7.4,0.023,89.7,20.2,1.7,3.7,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,90,NA,NA,NA,NA,NA,10,22.99,8.421,NA
317275_2015,Phragmites australis,2,08/04/15,36.3,774,1.8,NA,NA,0.089,0.022,1.51,7.4,0.023,89.7,20.2,1.7,3.7,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,90,NA,NA,NA,NA,NA,10,22.99,8.421,NA
317275_2015,Potamogeton alpinus,3,08/04/15,36.3,774,1.8,NA,NA,0.089,0.022,1.51,7.4,0.023,89.7,20.2,1.7,3.7,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,90,NA,NA,NA,NA,NA,10,22.99,8.421,NA
317275_2015,Potamogeton crispus,3,08/04/15,36.3,774,1.8,NA,NA,0.089,0.022,1.51,7.4,0.023,89.7,20.2,1.7,3.7,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,90,NA,NA,NA,NA,NA,10,22.99,8.421,NA
317275_2015,Potamogeton natans,3,08/04/15,36.3,774,1.8,NA,NA,0.089,0.022,1.51,7.4,0.023,89.7,20.2,1.7,3.7,Lowland,3,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,90,NA,NA,NA,NA,NA,10,22.99,8.421,NA
